Flow 1_142 -- 0.0 -- 68000.0 -- [(306, 5641), (1, 3545001), (2, 3565001), (3, 3585001), (137, 5769)]
Flow 1_143 -- 0.0 -- 68000.0 -- [(306, 5681), (1, 3570001), (2, 3590001), (3, 3610001), (137, 5809)]
Flow 1_144 -- 0.0 -- 68000.0 -- [(306, 5721), (1, 3595001), (2, 3615001), (3, 3635001), (137, 5849)]
Flow 1_145 -- 0.0 -- 68000.0 -- [(306, 5761), (1, 3620001), (2, 3640001), (3, 3660001), (137, 5889)]
Flow 1_146 -- 0.0 -- 68000.0 -- [(306, 5801), (1, 3645001), (2, 3665001), (3, 3685001), (137, 5929)]
Flow 1_147 -- 0.0 -- 68000.0 -- [(306, 5841), (1, 3670001), (2, 3690001), (3, 3710001), (137, 5969)]
Flow 1_148 -- 0.0 -- 68000.0 -- [(306, 5881), (1, 3695001), (2, 3715001), (3, 3735001), (137, 6009)]
Flow 1_149 -- 0.0 -- 68000.0 -- [(306, 5921), (1, 3720001), (2, 3740001), (3, 3760001), (137, 6049)]
Flow 1_150 -- 0.0 -- 68000.0 -- [(306, 5961), (1, 3745001), (2, 3765001), (3, 3785001), (137, 6089)]
Flow 1_151 -- 0.0 -- 68000.0 -- [(306, 6001), (1, 3770001), (2, 3790001), (3, 3810001), (137, 6129)]
Flow 1_152 -- 0.0 -- 68000.0 -- [(306, 6041), (1, 3795001), (2, 3815001), (3, 3835001), (137, 6169)]
Flow 1_153 -- 0.0 -- 68000.0 -- [(306, 6081), (1, 3820001), (2, 3840001), (3, 3860001), (137, 6209)]
Flow 1_154 -- 0.0 -- 68000.0 -- [(306, 6121), (1, 3845001), (2, 3865001), (3, 3885001), (137, 6249)]
Flow 1_155 -- 0.0 -- 68000.0 -- [(306, 6161), (1, 3870001), (2, 3890001), (3, 3910001), (137, 6289)]
Flow 1_156 -- 0.0 -- 68000.0 -- [(306, 6201), (1, 3895001), (2, 3915001), (3, 3935001), (137, 6329)]
Flow 1_157 -- 0.0 -- 68000.0 -- [(306, 6241), (1, 3920001), (2, 3940001), (3, 3960001), (137, 6369)]
Flow 1_158 -- 0.0 -- 68000.0 -- [(306, 6281), (1, 3945001), (2, 3965001), (3, 3985001), (137, 6409)]
Flow 1_159 -- 0.0 -- 68000.0 -- [(306, 6321), (1, 3970001), (2, 3990001), (3, 4010001), (137, 6449)]
Flow 1_160 -- 0.0 -- 68000.0 -- [(306, 6361), (1, 3995001), (2, 4015001), (3, 4035001), (137, 6489)]
Flow 1_161 -- 0.0 -- 68000.0 -- [(306, 6401), (1, 4020001), (2, 4040001), (3, 4060001), (137, 6529)]
Flow 1_162 -- 0.0 -- 68000.0 -- [(306, 6441), (1, 4045001), (2, 4065001), (3, 4085001), (137, 6569)]
Flow 1_163 -- 0.0 -- 68000.0 -- [(306, 6481), (1, 4070001), (2, 4090001), (3, 4110001), (137, 6609)]
Flow 1_164 -- 0.0 -- 68000.0 -- [(306, 6521), (1, 4095001), (2, 4115001), (3, 4135001), (137, 6649)]
Flow 1_165 -- 0.0 -- 68000.0 -- [(306, 6561), (1, 4120001), (2, 4140001), (3, 4160001), (137, 6689)]
Flow 1_166 -- 0.0 -- 68000.0 -- [(306, 6601), (1, 4145001), (2, 4165001), (3, 4185001), (137, 6729)]
Flow 1_167 -- 0.0 -- 68000.0 -- [(306, 6641), (1, 4170001), (2, 4190001), (3, 4210001), (137, 6769)]
Flow 1_168 -- 0.0 -- 68000.0 -- [(306, 6681), (1, 4195001), (2, 4215001), (3, 4235001), (137, 6809)]
Flow 1_169 -- 0.0 -- 68000.0 -- [(306, 6721), (1, 4220001), (2, 4240001), (3, 4260001), (137, 6849)]
Flow 1_170 -- 0.0 -- 68000.0 -- [(306, 6761), (1, 4245001), (2, 4265001), (3, 4285001), (137, 6889)]
Flow 1_171 -- 0.0 -- 68000.0 -- [(306, 6801), (1, 4270001), (2, 4290001), (3, 4310001), (137, 6929)]
Flow 1_172 -- 0.0 -- 68000.0 -- [(306, 6841), (1, 4295001), (2, 4315001), (3, 4335001), (137, 6969)]
Flow 1_173 -- 0.0 -- 68000.0 -- [(306, 6881), (1, 4320001), (2, 4340001), (3, 4360001), (137, 7009)]
Flow 1_174 -- 0.0 -- 68000.0 -- [(306, 6921), (1, 4345001), (2, 4365001), (3, 4385001), (137, 7049)]
Flow 1_175 -- 0.0 -- 68000.0 -- [(306, 6961), (1, 4370001), (2, 4390001), (3, 4410001), (137, 7089)]
Flow 1_176 -- 0.0 -- 68000.0 -- [(306, 7001), (1, 4395001), (2, 4415001), (3, 4435001), (137, 7129)]
Flow 1_177 -- 0.0 -- 68000.0 -- [(306, 7041), (1, 4420001), (2, 4440001), (3, 4460001), (137, 7169)]
Flow 1_178 -- 0.0 -- 68000.0 -- [(306, 7081), (1, 4445001), (2, 4465001), (3, 4485001), (137, 7209)]
Flow 1_179 -- 0.0 -- 68000.0 -- [(306, 7121), (1, 4470001), (2, 4490001), (3, 4510001), (137, 7249)]
Flow 1_180 -- 0.0 -- 68000.0 -- [(306, 7161), (1, 4495001), (2, 4515001), (3, 4535001), (137, 7289)]
Flow 1_181 -- 0.0 -- 68000.0 -- [(306, 7201), (1, 4520001), (2, 4540001), (3, 4560001), (137, 7329)]
Flow 1_182 -- 0.0 -- 68000.0 -- [(306, 7241), (1, 4545001), (2, 4565001), (3, 4585001), (137, 7369)]
Flow 1_183 -- 0.0 -- 68000.0 -- [(306, 7281), (1, 4570001), (2, 4590001), (3, 4610001), (137, 7409)]
Flow 1_184 -- 0.0 -- 68000.0 -- [(306, 7321), (1, 4595001), (2, 4615001), (3, 4635001), (137, 7449)]
Flow 1_185 -- 0.0 -- 68000.0 -- [(306, 7361), (1, 4620001), (2, 4640001), (3, 4660001), (137, 7489)]
Flow 1_186 -- 0.0 -- 68000.0 -- [(306, 7401), (1, 4645001), (2, 4665001), (3, 4685001), (137, 7529)]
Flow 1_187 -- 0.0 -- 68000.0 -- [(306, 7441), (1, 4670001), (2, 4690001), (3, 4710001), (137, 7569)]
Flow 1_188 -- 0.0 -- 68000.0 -- [(306, 7481), (1, 4695001), (2, 4715001), (3, 4735001), (137, 7609)]
Flow 1_189 -- 0.0 -- 68000.0 -- [(306, 7521), (1, 4720001), (2, 4740001), (3, 4760001), (137, 7649)]
Flow 1_190 -- 0.0 -- 68000.0 -- [(306, 7561), (1, 4745001), (2, 4765001), (3, 4785001), (137, 7689)]
Flow 1_191 -- 0.0 -- 68000.0 -- [(306, 7601), (1, 4770001), (2, 4790001), (3, 4810001), (137, 7729)]
Flow 1_192 -- 0.0 -- 68000.0 -- [(306, 7641), (1, 4795001), (2, 4815001), (3, 4835001), (137, 7769)]
Flow 1_193 -- 0.0 -- 68000.0 -- [(306, 7681), (1, 4820001), (2, 4840001), (3, 4860001), (137, 7809)]
Flow 1_194 -- 0.0 -- 68000.0 -- [(306, 7721), (1, 4845001), (2, 4865001), (3, 4885001), (137, 7849)]
Flow 1_195 -- 0.0 -- 68000.0 -- [(306, 7761), (1, 4870001), (2, 4890001), (3, 4910001), (137, 7889)]
Flow 1_196 -- 0.0 -- 68000.0 -- [(306, 7801), (1, 4895001), (2, 4915001), (3, 4935001), (137, 7929)]
Flow 1_197 -- 0.0 -- 68000.0 -- [(306, 7841), (1, 4920001), (2, 4940001), (3, 4960001), (137, 7969)]
Flow 1_198 -- 0.0 -- 68000.0 -- [(306, 7881), (1, 4945001), (2, 4965001), (3, 4985001), (137, 8009)]
Flow 1_199 -- 0.0 -- 68000.0 -- [(306, 7921), (1, 4970001), (2, 4990001), (3, 5010001), (137, 8049)]
Flow 1_200 -- 0.0 -- 68000.0 -- [(306, 7961), (1, 4995001), (2, 5015001), (3, 5035001), (137, 8089)]
Flow 1_201 -- 0.0 -- 68000.0 -- [(306, 8001), (1, 5020001), (2, 5040001), (3, 5060001), (137, 8129)]
Flow 1_202 -- 0.0 -- 68000.0 -- [(306, 8041), (1, 5045001), (2, 5065001), (3, 5085001), (137, 8169)]
Flow 1_203 -- 0.0 -- 68000.0 -- [(306, 8081), (1, 5070001), (2, 5090001), (3, 5110001), (137, 8209)]
Flow 1_204 -- 0.0 -- 68000.0 -- [(306, 8121), (1, 5095001), (2, 5115001), (3, 5135001), (137, 8249)]
Flow 1_205 -- 0.0 -- 68000.0 -- [(306, 8161), (1, 5120001), (2, 5140001), (3, 5160001), (137, 8289)]
Flow 1_206 -- 0.0 -- 68000.0 -- [(306, 8201), (1, 5145001), (2, 5165001), (3, 5185001), (137, 8329)]
Flow 1_207 -- 0.0 -- 68000.0 -- [(306, 8241), (1, 5170001), (2, 5190001), (3, 5210001), (137, 8369)]
Flow 1_208 -- 0.0 -- 68000.0 -- [(306, 8281), (1, 5195001), (2, 5215001), (3, 5235001), (137, 8409)]
Flow 1_209 -- 0.0 -- 68000.0 -- [(306, 8321), (1, 5220001), (2, 5240001), (3, 5260001), (137, 8449)]
Flow 1_210 -- 0.0 -- 68000.0 -- [(306, 8361), (1, 5245001), (2, 5265001), (3, 5285001), (137, 8489)]
Flow 1_211 -- 0.0 -- 68000.0 -- [(306, 8401), (1, 5270001), (2, 5290001), (3, 5310001), (137, 8529)]
Flow 1_212 -- 0.0 -- 68000.0 -- [(306, 8441), (1, 5295001), (2, 5315001), (3, 5335001), (137, 8569)]
Flow 1_213 -- 0.0 -- 68000.0 -- [(306, 8481), (1, 5320001), (2, 5340001), (3, 5360001), (137, 8609)]
Flow 1_214 -- 0.0 -- 68000.0 -- [(306, 8521), (1, 5345001), (2, 5365001), (3, 5385001), (137, 8649)]
